Date,Close
11/11/1993,27.5254
11/12/1993,27.6552
11/15/1993,27.6367
11/16/1993,27.7665
11/17/1993,27.6181
11/18/1993,27.5439
11/19/1993,27.4883
11/22/1993,27.3213
11/23/1993,27.4697
11/24/1993,27.581
11/26/1993,27.5996
11/29/1993,27.4883
11/30/1993,27.5068
12/1/1993,27.5439
12/2/1993,27.6181
12/3/1993,27.7294
12/6/1993,27.8221
12/7/1993,27.8036
12/8/1993,27.8036
12/9/1993,27.7109
12/10/1993,27.6552
12/13/1993,27.8221
12/14/1993,27.6181
12/15/1993,27.581
12/16/1993,27.6738
12/17/1993,27.8248
12/20/1993,27.8622
12/21/1993,27.7688
12/22/1993,27.9555
12/23/1993,27.9369
12/27/1993,28.0863
12/28/1993,28.1423
12/29/1993,28.1049
12/30/1993,27.9929
12/31/1993,27.8435
1/3/1994,27.7688
1/4/1994,27.8808
1/5/1994,27.9369
1/6/1994,27.9369
1/7/1994,28.1049
1/10/1994,28.441
1/11/1994,28.385
1/12/1994,28.2916
1/13/1994,28.2169
1/14/1994,28.329
1/17/1994,28.329
1/18/1994,28.3663
1/19/1994,28.2916
1/20/1994,28.3663
1/21/1994,28.3103
1/24/1994,28.1983
1/25/1994,28.1983
1/26/1994,28.273
1/27/1994,28.5344
1/28/1994,28.6091
1/31/1994,28.8145
2/1/1994,28.6651
2/2/1994,28.8519
2/3/1994,28.7212
2/4/1994,28.0676
2/7/1994,28.1983
2/8/1994,28.2169
2/9/1994,28.329
2/10/1994,28.0863
2/11/1994,28.1796
2/14/1994,28.2169
2/15/1994,28.3663
2/16/1994,28.3477
2/17/1994,28.1796
2/18/1994,28.0116
2/22/1994,28.2916
2/23/1994,28.2169
2/24/1994,27.8435
2/25/1994,27.9742
2/28/1994,27.9742
3/1/1994,27.8622
3/2/1994,27.8995
3/3/1994,27.8248
3/4/1994,27.8995
3/7/1994,28.0489
3/8/1994,27.9369
3/9/1994,28.0676
3/10/1994,27.8435
3/11/1994,27.9929
3/14/1994,28.0302
3/15/1994,28.0116
3/16/1994,28.2357
3/17/1994,28.2357
3/18/1994,28.2295
3/21/1994,28.1544
3/22/1994,28.2295
3/23/1994,28.2107
3/24/1994,27.8727
3/25/1994,27.6097
3/28/1994,27.6473
3/29/1994,27.1026
3/30/1994,26.7269
3/31/1994,26.8021
4/4/1994,26.3888
4/5/1994,26.9336
4/6/1994,26.9336
4/7/1994,27.065
4/8/1994,26.8584
4/11/1994,26.9711
4/12/1994,26.9336
4/13/1994,26.7927
4/14/1994,26.8021
4/15/1994,26.8021
4/18/1994,26.6236
4/19/1994,26.6612
4/20/1994,26.633
4/21/1994,26.9899
4/22/1994,26.9617
4/25/1994,27.2434
4/26/1994,27.2153
4/28/1994,27.0181
4/29/1994,27.1026
5/2/1994,27.2716
5/3/1994,27.2434
5/4/1994,27.1965
5/5/1994,27.1589
5/6/1994,26.896
5/9/1994,26.6612
5/10/1994,26.8678
5/11/1994,26.6236
5/12/1994,26.7551
5/13/1994,26.7551
5/16/1994,26.7645
5/17/1994,27.1589
5/18/1994,27.3561
5/19/1994,27.4876
5/20/1994,27.3843
5/23/1994,27.3373
5/24/1994,27.45
5/25/1994,27.5252
5/26/1994,27.544
5/27/1994,27.5722
5/31/1994,27.5346
6/1/1994,27.6567
6/2/1994,27.6285
6/3/1994,27.7881
6/6/1994,27.7787
6/7/1994,27.7412
6/8/1994,27.5158
6/9/1994,27.666
6/10/1994,27.713
6/13/1994,27.7505
6/14/1994,27.9665
6/15/1994,27.8539
6/16/1994,27.9102
6/17/1994,27.7555
6/20/1994,27.5191
6/21/1994,27.2828
6/22/1994,27.3868
6/23/1994,27.2261
6/24/1994,26.6589
6/27/1994,27.1221
6/28/1994,26.9897
6/29/1994,27.0748
6/30/1994,26.9046
7/1/1994,26.9614
7/5/1994,27.1031
7/6/1994,27.0653
7/7/1994,27.1788
7/8/1994,27.1693
7/11/1994,27.0748
7/12/1994,27.1126
7/13/1994,27.1599
7/14/1994,27.453
7/15/1994,27.4624
7/18/1994,27.5096
7/19/1994,27.453
7/20/1994,27.33
7/21/1994,27.3868
7/22/1994,27.434
7/25/1994,27.4718
7/26/1994,27.4435
7/27/1994,27.4435
7/28/1994,27.5002
7/29/1994,27.7743
8/1/1994,27.9067
8/2/1994,27.9445
8/3/1994,27.954
8/4/1994,27.7933
8/5/1994,27.6987
8/8/1994,27.7649
8/9/1994,27.8122
8/10/1994,27.9162
8/11/1994,27.8122
8/12/1994,28.0296
8/15/1994,28.0202
8/16/1994,28.2187
8/17/1994,28.1997
8/18/1994,28.1052
8/19/1994,28.0863
8/22/1994,28.058
8/23/1994,28.2187
8/24/1994,28.5212
8/25/1994,28.4456
8/26/1994,28.8521
8/29/1994,28.8331
8/30/1994,28.9088
8/31/1994,28.8331
9/1/1994,28.7386
9/2/1994,28.6157
9/6/1994,28.6252
9/7/1994,28.5968
9/8/1994,28.7386
9/9/1994,28.4361
9/12/1994,28.351
9/13/1994,28.4361
9/14/1994,28.4644
9/15/1994,28.8237
9/16/1994,28.6198
9/19/1994,28.6484
9/20/1994,28.1062
9/21/1994,28.1062
9/22/1994,28.0396
9/23/1994,27.9445
9/26/1994,28.0872
9/27/1994,28.0681
9/28/1994,28.2869
9/29/1994,28.1442
9/30/1994,28.1062
10/3/1994,28.0396
10/4/1994,27.6211
10/5/1994,27.6306
10/6/1994,27.545
10/7/1994,27.6687
10/10/1994,27.9635
10/11/1994,28.382
10/12/1994,28.4201
10/13/1994,28.5152
10/14/1994,28.6388
10/17/1994,28.5818
10/18/1994,28.5152
10/19/1994,28.6484
10/20/1994,28.4581
10/21/1994,28.344
10/24/1994,28.1062
10/25/1994,28.1347
10/26/1994,28.2393
10/27/1994,28.4105
10/28/1994,29.0098
10/31/1994,28.9051
11/1/1994,28.5818
11/2/1994,28.4201
11/3/1994,28.5723
11/4/1994,28.2013
11/7/1994,28.2869
11/8/1994,28.5057
11/9/1994,28.5532
11/10/1994,28.3535
11/11/1994,28.2488
11/14/1994,28.5152
11/15/1994,28.4201
11/16/1994,28.5152
11/17/1994,28.3249
11/18/1994,28.2869
11/21/1994,28.0016
11/22/1994,27.3928
11/23/1994,27.545
11/25/1994,27.6782
11/28/1994,27.8018
11/29/1994,27.7923
11/30/1994,27.7543
12/1/1994,27.4784
12/2/1994,27.7353
12/5/1994,27.7637
12/6/1994,27.7828
12/7/1994,27.5831
12/8/1994,27.3168
12/9/1994,27.4213
12/12/1994,27.6021
12/13/1994,27.7067
12/14/1994,27.8494
12/15/1994,27.935
12/16/1994,28.0704
12/19/1994,28.1087
12/20/1994,28.0224
12/21/1994,28.3196
12/22/1994,28.2333
12/23/1994,28.2621
12/27/1994,28.4155
12/28/1994,28.2717
12/29/1994,28.2908
12/30/1994,27.9553
1/3/1995,28.0895
1/4/1995,28.2238
1/5/1995,28.2238
1/6/1995,28.2525
1/9/1995,28.2812
1/10/1995,28.31
1/11/1995,28.3292
1/12/1995,28.3388
1/13/1995,28.6743
1/16/1995,28.8469
1/17/1995,28.8565
1/18/1995,28.8277
1/19/1995,28.6647
1/20/1995,28.5592
1/23/1995,28.6456
1/24/1995,28.6839
1/25/1995,28.7606
1/26/1995,28.7893
1/27/1995,28.9044
1/30/1995,28.7798
1/31/1995,28.8948
2/1/1995,28.8852
2/2/1995,29.0578
2/3/1995,29.47
2/6/1995,29.5946
2/7/1995,29.633
2/8/1995,29.633
2/9/1995,29.633
2/10/1995,29.6713
2/13/1995,29.681
2/14/1995,29.7193
2/15/1995,29.8823
2/16/1995,29.8439
2/17/1995,29.7289
2/21/1995,29.7193
2/22/1995,29.9398
2/23/1995,29.9877
2/24/1995,30.0644
2/27/1995,29.8247
2/28/1995,30.074
3/1/1995,29.8823
3/2/1995,29.9206
3/3/1995,29.9302
3/6/1995,29.9494
3/7/1995,29.7193
3/8/1995,29.796
3/9/1995,29.7864
3/10/1995,30.2274
3/13/1995,30.1986
3/14/1995,30.4191
3/15/1995,30.3616
3/16/1995,30.5437
3/17/1995,30.574
3/20/1995,30.574
3/21/1995,30.4969
3/22/1995,30.5258
3/23/1995,30.5451
3/24/1995,30.9788
3/27/1995,31.1041
3/28/1995,31.1041
3/29/1995,31.0945
3/30/1995,31.0367
3/31/1995,30.9113
4/3/1995,30.9884
4/4/1995,31.1909
4/5/1995,31.1909
4/6/1995,31.3065
4/7/1995,31.2776
4/10/1995,31.3354
4/11/1995,31.2294
4/12/1995,31.3354
4/13/1995,31.5089
4/17/1995,31.3258
4/18/1995,31.2197
4/19/1995,31.1909
4/20/1995,31.239
4/21/1995,31.3933
4/24/1995,31.7595
4/25/1995,31.6728
4/26/1995,31.7017
4/27/1995,31.7788
4/28/1995,31.827
5/1/1995,31.7403
5/2/1995,31.8077
5/3/1995,32.2511
5/4/1995,32.2319
5/5/1995,32.1933
5/8/1995,32.4246
5/9/1995,32.3957
5/10/1995,32.4342
5/11/1995,32.521
5/12/1995,32.5403
5/15/1995,32.6945
5/16/1995,32.7138
5/17/1995,32.5885
5/18/1995,32.1162
5/19/1995,32.1354
5/22/1995,32.4921
5/23/1995,32.7909
5/24/1995,32.7716
5/25/1995,32.8005
5/26/1995,32.4246
5/30/1995,32.4149
5/31/1995,33.0897
6/1/1995,33.003
6/2/1995,33.0318
6/5/1995,33.2343
6/6/1995,33.1764
6/7/1995,33.003
6/8/1995,32.9258
6/9/1995,32.7331
6/12/1995,32.9162
6/13/1995,33.2728
6/14/1995,33.2439
6/15/1995,33.3885
6/16/1995,33.487
6/19/1995,33.8651
6/20/1995,33.7779
6/21/1995,33.7585
6/22/1995,34.2045
6/23/1995,34.1366
6/26/1995,33.7294
6/27/1995,33.6616
6/28/1995,33.836
6/29/1995,33.7779
6/30/1995,33.7585
7/3/1995,33.8845
7/5/1995,34.0106
7/6/1995,34.4468
7/7/1995,34.602
7/10/1995,34.6213
7/11/1995,34.4565
7/12/1995,34.8831
7/13/1995,34.8056
7/14/1995,34.7765
7/17/1995,34.9704
7/18/1995,34.6699
7/19/1995,34.2917
7/20/1995,34.4177
7/21/1995,34.379
7/24/1995,34.6311
7/25/1995,34.8928
7/26/1995,34.8638
7/27/1995,35.1546
7/28/1995,34.9316
7/31/1995,34.8443
8/1/1995,34.7862
8/2/1995,34.7086
8/3/1995,34.6989
8/4/1995,34.7377
8/7/1995,34.8152
8/8/1995,34.8152
8/9/1995,34.8056
8/10/1995,34.728
8/11/1995,34.5341
8/14/1995,34.8443
8/15/1995,34.7765
8/16/1995,34.8734
8/17/1995,34.8152
8/18/1995,34.854
8/21/1995,34.7571
8/22/1995,34.825
8/23/1995,34.6989
8/24/1995,34.7377
8/25/1995,34.9316
8/28/1995,34.8056
8/29/1995,34.8928
8/30/1995,34.9704
8/31/1995,34.9995
9/1/1995,35.1546
9/5/1995,35.4842
9/6/1995,35.5521
9/7/1995,35.5715
9/8/1995,35.7072
9/11/1995,35.8042
9/12/1995,35.969
9/13/1995,36.1338
9/14/1995,36.4634
9/15/1995,36.4535
9/18/1995,36.317
9/19/1995,36.4924
9/20/1995,36.6679
9/21/1995,36.3657
9/22/1995,36.3755
9/25/1995,36.317
9/26/1995,36.3072
9/27/1995,36.278
9/28/1995,36.5509
9/29/1995,36.4826
10/2/1995,36.2975
10/3/1995,36.3365
10/4/1995,36.2975
10/5/1995,36.4047
10/6/1995,36.4339
10/9/1995,36.1318
10/10/1995,36.1123
10/11/1995,36.2293
10/12/1995,36.4535
10/13/1995,36.5704
10/16/1995,36.3949
10/17/1995,36.6386
10/18/1995,36.7458
10/19/1995,36.9213
10/20/1995,36.6971
10/23/1995,36.6191
10/24/1995,36.6581
10/25/1995,36.356
10/26/1995,36.0246
10/27/1995,36.2975
10/30/1995,36.5314
10/31/1995,36.3755
11/1/1995,36.6679
11/2/1995,36.9018
11/3/1995,36.9505
11/6/1995,36.8238
11/7/1995,36.6874
11/8/1995,37.0187
11/9/1995,37.1552
11/10/1995,37.1357
11/13/1995,37.0967
11/14/1995,36.8531
11/15/1995,37.2234
11/16/1995,37.4281
11/17/1995,37.5451
11/20/1995,37.3502
11/21/1995,37.6523
11/22/1995,37.5353
11/24/1995,37.6328
11/27/1995,37.6425
11/28/1995,38.0421
11/29/1995,38.0811
11/30/1995,37.9934
12/1/1995,38.0421
12/4/1995,38.51
12/5/1995,38.7635
12/6/1995,38.8512
12/7/1995,38.6465
12/8/1995,38.7732
12/11/1995,38.9389
12/12/1995,38.8219
12/13/1995,39.0656
12/14/1995,38.7829
12/15/1995,38.7971
12/18/1995,38.0517
12/19/1995,38.4538
12/20/1995,38.0811
12/21/1995,38.2772
12/22/1995,38.4146
12/26/1995,38.6009
12/27/1995,38.5813
12/28/1995,38.5421
12/29/1995,38.5911
1/2/1996,39.003
1/3/1996,39.1109
1/4/1996,38.7382
1/5/1996,38.6597
1/8/1996,38.8069
1/9/1996,38.14
1/10/1996,37.6398
1/11/1996,37.8654
1/12/1996,37.8065
1/15/1996,37.728
1/16/1996,38.189
1/17/1996,38.0713
1/18/1996,38.1988
1/19/1996,38.4538
1/22/1996,38.4636
1/23/1996,38.5518
1/24/1996,38.8657
1/25/1996,38.7284
1/26/1996,39.0618
1/29/1996,39.2187
1/30/1996,39.5522
1/31/1996,39.9641
2/1/1996,40.1112
2/2/1996,39.9445
2/5/1996,40.2681
2/6/1996,40.6506
2/7/1996,40.886
2/8/1996,41.3273
2/9/1996,41.3175
2/12/1996,41.6313
2/13/1996,41.5431
2/14/1996,41.1802
2/15/1996,40.9252
2/16/1996,40.7585
2/20/1996,40.3564
2/21/1996,40.8565
2/22/1996,41.5038
2/23/1996,41.3862
2/26/1996,40.7977
2/27/1996,40.6702
2/28/1996,40.4839
2/29/1996,40.0916
3/1/1996,40.7291
3/4/1996,40.9644
3/5/1996,41.3469
3/6/1996,40.984
3/7/1996,41.19
3/8/1996,39.8562
3/11/1996,40.3171
3/12/1996,40.0033
3/13/1996,40.2779
3/14/1996,40.4545
3/15/1996,40.4274
3/18/1996,41.2056
3/19/1996,41.1169
3/20/1996,41.0677
3/21/1996,40.9692
3/22/1996,41.0775
3/25/1996,40.9987
3/26/1996,41.1957
3/27/1996,40.8214
3/28/1996,40.9791
3/29/1996,40.782
4/1/1996,41.2549
4/2/1996,41.3337
4/3/1996,41.3337
4/4/1996,41.3041
4/8/1996,40.5949
4/9/1996,40.4373
4/10/1996,39.7182
4/11/1996,39.6689
4/12/1996,40.1713
4/15/1996,40.5062
4/16/1996,40.6244
4/17/1996,40.5259
4/18/1996,40.585
4/19/1996,40.6835
4/22/1996,40.9987
4/23/1996,41.1268
4/24/1996,40.9791
4/25/1996,41.1662
4/26/1996,41.2549
4/29/1996,41.2549
4/30/1996,41.2253
5/1/1996,41.3139
5/2/1996,40.6047
5/3/1996,40.5456
5/6/1996,40.5062
5/7/1996,40.3387
5/8/1996,40.8411
5/9/1996,40.8115
5/10/1996,41.2155
5/13/1996,41.836
5/14/1996,42.0922
5/15/1996,42.0429
5/16/1996,42.1316
5/17/1996,42.3582
5/20/1996,42.6438
5/21/1996,42.5847
5/22/1996,42.9886
5/23/1996,42.8113
5/24/1996,42.9787
5/28/1996,42.5453
5/29/1996,42.2596
5/30/1996,42.4764
5/31/1996,42.1611
6/3/1996,42.2794
6/4/1996,42.5748
6/5/1996,42.9492
6/6/1996,42.634
6/7/1996,42.634
6/10/1996,42.496
6/11/1996,42.4566
6/12/1996,42.3778
6/13/1996,42.3778
6/14/1996,42.2005
6/17/1996,42.171
6/18/1996,41.8262
6/19/1996,42.0134
6/20/1996,41.9838
6/21/1996,42.343
6/24/1996,42.4222
6/25/1996,42.3727
6/26/1996,42.0855
6/27/1996,42.3826
6/28/1996,42.5311
7/1/1996,42.8976
7/2/1996,42.7391
7/3/1996,42.65
7/5/1996,41.5607
7/8/1996,41.3924
7/9/1996,41.5607
7/10/1996,41.729
7/11/1996,40.8873
7/12/1996,40.9171
7/15/1996,39.7089
7/16/1996,39.808
7/17/1996,40.2833
7/18/1996,40.8379
7/19/1996,40.5407
7/22/1996,40.2437
7/23/1996,39.7288
7/24/1996,39.808
7/25/1996,40.1645
7/26/1996,40.3823
7/29/1996,39.9367
7/30/1996,40.3229
7/31/1996,40.62
8/1/1996,41.2933
8/2/1996,42.1846
8/5/1996,41.937
8/6/1996,42.0658
8/7/1996,42.1746
8/8/1996,42.1054
8/9/1996,41.9667
8/12/1996,42.2737
8/13/1996,41.937
8/14/1996,42.0855
8/15/1996,42.0063
8/16/1996,42.3628
8/19/1996,42.3826
8/20/1996,42.3529
8/21/1996,42.2044
8/22/1996,42.6005
8/23/1996,42.3727
8/26/1996,42.1648
8/27/1996,42.3232
8/28/1996,42.2539
8/29/1996,41.838
8/30/1996,41.4023
9/3/1996,41.6697
9/4/1996,41.7093
9/5/1996,41.2042
9/6/1996,41.7885
9/9/1996,42.2836
9/10/1996,42.2638
9/11/1996,42.5015
9/12/1996,42.7985
9/13/1996,43.4521
9/16/1996,43.6105
9/17/1996,43.5115
9/18/1996,43.4025
9/19/1996,43.5709
9/20/1996,43.7247
9/23/1996,43.7148
9/24/1996,43.7047
9/25/1996,43.7346
9/26/1996,43.7148
9/27/1996,43.7546
9/30/1996,43.7148
10/1/1996,43.9536
10/2/1996,44.2522
10/3/1996,44.2124
10/4/1996,44.8096
10/7/1996,44.8593
10/8/1996,44.6802
10/9/1996,44.3318
10/10/1996,44.2423
10/11/1996,44.7897
10/14/1996,44.8494
10/15/1996,44.7897
10/16/1996,45.0086
10/17/1996,45.1281
10/18/1996,45.367
10/21/1996,45.3073
10/22/1996,44.9888
10/23/1996,45.138
10/24/1996,44.7499
10/25/1996,44.7897
10/28/1996,44.4911
10/29/1996,44.8494
10/30/1996,44.7001
10/31/1996,45.1281
11/1/1996,44.9688
11/4/1996,45.2675
11/5/1996,45.5262
11/6/1996,46.4021
11/7/1996,46.5116
11/8/1996,46.7704
11/11/1996,46.7206
11/12/1996,46.5813
11/13/1996,46.7903
11/14/1996,47.0989
11/15/1996,47.1585
11/18/1996,47.1685
11/19/1996,47.5069
11/20/1996,47.5866
11/21/1996,47.5169
11/22/1996,47.8851
11/25/1996,48.4923
11/26/1996,48.3331
11/27/1996,48.2434
11/29/1996,48.4226
12/2/1996,48.4425
12/3/1996,47.6164
12/4/1996,47.7458
12/5/1996,47.6164
12/6/1996,47.3377
12/9/1996,48.0344
12/10/1996,47.8055
12/11/1996,47.3676
12/12/1996,46.5813
12/13/1996,46.7007
12/16/1996,46.1035
12/17/1996,46.4718
12/18/1996,46.84
12/19/1996,47.8055
12/20/1996,47.9099
12/23/1996,47.7899
12/24/1996,48.14
12/26/1996,48.51
12/27/1996,48.5701
12/30/1996,48.1499
12/31/1996,47.2698
1/2/1997,47.3898
1/3/1997,48.0699
1/6/1997,47.6499
1/7/1997,48.23
1/8/1997,47.8099
1/9/1997,48.21
1/13/1997,48.6601
1/14/1997,49.2702
1/15/1997,49.1502
1/16/1997,49.3502
1/17/1997,49.6503
1/20/1997,49.7103
1/21/1997,50.1104
1/22/1997,50.4704
1/23/1997,49.7703
1/24/1997,49.1302
1/27/1997,48.9901
1/28/1997,49.1302
1/29/1997,49.6103
1/30/1997,50.2504
1/31/1997,50.1904
2/3/1997,50.3404
2/4/1997,50.6505
2/5/1997,49.7003
2/6/1997,50.0303
2/7/1997,50.7105
2/10/1997,50.2304
2/11/1997,50.8105
2/12/1997,51.5307
2/13/1997,52.0908
2/14/1997,51.9708
2/18/1997,52.4109
2/19/1997,52.0608
2/20/1997,51.4306
2/21/1997,51.4507
2/24/1997,52.0608
2/25/1997,52.1008
2/26/1997,51.5907
2/27/1997,50.8205
2/28/1997,50.6705
3/3/1997,51.0106
3/4/1997,50.7305
3/5/1997,51.5907
3/6/1997,51.2906
3/7/1997,51.7507
3/10/1997,52.2908
3/11/1997,52.0108
3/12/1997,51.5507
3/13/1997,50.7505
3/14/1997,51.0106
3/17/1997,51.1506
3/18/1997,50.6004
3/19/1997,50.4304
3/20/1997,50.1704
3/21/1997,50.4018
3/24/1997,51.1046
3/25/1997,50.6026
3/26/1997,50.8235
3/27/1997,49.4781
3/31/1997,48.4339
4/1/1997,48.7451
4/2/1997,47.8717
4/3/1997,48.1327
4/4/1997,48.7351
4/7/1997,48.9259
4/8/1997,49.2773
4/9/1997,48.8757
4/10/1997,48.6949
4/11/1997,47.1488
4/14/1997,47.7813
4/15/1997,48.5946
4/16/1997,49.1568
4/17/1997,48.956
4/18/1997,49.197
4/21/1997,48.8757
4/22/1997,49.95
4/23/1997,50.0002
4/24/1997,49.7491
4/25/1997,49.1769
4/28/1997,49.6588
4/29/1997,51.2251
4/30/1997,51.466
5/1/1997,51.4058
5/2/1997,52.3295
5/5/1997,53.5745
5/6/1997,53.5344
5/7/1997,52.3697
5/8/1997,52.7311
5/9/1997,53.0926
5/12/1997,53.9761
5/13/1997,53.7552
5/14/1997,53.8556
5/15/1997,54.2171
5/16/1997,53.4741
5/19/1997,53.6347
5/20/1997,54.2773
5/21/1997,54.1568
5/22/1997,53.9761
5/23/1997,54.4781
5/27/1997,54.699
5/28/1997,54.6889
5/29/1997,54.3676
5/30/1997,54.7191
6/2/1997,54.4781
6/3/1997,54.2974
6/4/1997,54.2371
6/5/1997,54.4379
6/6/1997,55.5022
6/9/1997,55.7834
6/10/1997,55.954
6/11/1997,56.0845
6/12/1997,57.1689
6/13/1997,57.6508
6/16/1997,57.6709
6/17/1997,57.5906
6/18/1997,57.3898
6/19/1997,57.9821
6/20/1997,57.7854
6/23/1997,56.3843
6/24/1997,57.8156
6/25/1997,57.4124
6/26/1997,57.1302
6/27/1997,57.3519
6/30/1997,56.9689
7/1/1997,57.6341
7/2/1997,58.5816
7/3/1997,59.388
7/7/1997,58.7832
7/8/1997,59.3981
7/9/1997,58.7429
7/10/1997,59.005
7/11/1997,59.2065
7/14/1997,59.388
7/15/1997,59.6904
7/16/1997,60.4766
7/17/1997,60.1742
7/18/1997,58.8941
7/21/1997,58.9042
7/22/1997,60.4665
7/23/1997,60.4161
7/24/1997,60.6983
7/25/1997,60.658
7/28/1997,60.6177
7/29/1997,60.8192
7/30/1997,61.545
7/31/1997,61.4845
8/1/1997,61.2426
8/4/1997,61.4039
8/5/1997,61.4442
8/6/1997,61.9481
8/7/1997,61.4845
8/8/1997,60.2347
8/11/1997,60.6782
8/12/1997,59.7105
8/13/1997,59.5291
8/14/1997,59.7509
8/15/1997,57.9164
8/18/1997,59.2065
8/19/1997,59.8919
8/20/1997,60.7991
8/21/1997,59.7307
8/22/1997,59.7105
8/25/1997,59.4888
8/26/1997,58.6118
8/27/1997,58.9646
8/28/1997,58.0676
8/29/1997,58.2994
9/2/1997,60.1944
9/3/1997,59.8718
9/4/1997,60.2548
9/5/1997,60.0835
9/8/1997,60.3455
9/9/1997,60.3758
9/10/1997,59.1259
9/11/1997,58.8236
9/12/1997,59.771
9/15/1997,59.6702
9/16/1997,61.162
9/17/1997,61.162
9/18/1997,61.424
9/19/1997,61.5276
9/22/1997,61.8715
9/23/1997,61.5883
